gene,disease,human_uid,match_uid,match_species,score,h_gini,m_gini,h_n,m_n,h_conc,m_conc,h_falpha,m_falpha
PLD3,Spinocerebellar ataxia 46,Q8IV08,P05307,cow,90,0.9256,0.9235,486,506,96.0,112.0,0.39,0.39
CD40,Immunodeficiency with hyper-IgM 3,P25942,P27512,mouse,90,0.9341,0.9276,273,285,107.0,43.0,0.19,0.2
CD40,Immunodeficiency with hyper-IgM 3,P25942,P41272,mouse,90,0.9341,0.9291,273,246,107.0,92.0,0.19,0.23
CD40,Immunodeficiency with hyper-IgM 3,P25942,P47741,mouse,90,0.9341,0.9293,273,268,107.0,86.0,0.19,0.22
CD40,Immunodeficiency with hyper-IgM 3,P25942,Q2FXC7,staph,90,0.9341,0.9338,273,234,107.0,103.0,0.19,0.21
RUNX2,Cleidocranial dysplasia 1; Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly,Q13950,P14753,mouse,90,0.9366,0.9271,517,503,91.0,69.0,0.16,0.15
RUNX2,Cleidocranial dysplasia 1; Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly,Q13950,Q9JHX3,mouse,90,0.9366,0.9382,517,525,91.0,127.0,0.16,0.17
RUNX2,Cleidocranial dysplasia 1; Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly,Q13950,P26051,rat,90,0.9366,0.9141,517,499,91.0,87.0,0.16,0.17
TCOF1,Treacher Collins syndrome 1,Q13428,F8VPJ6,mouse,90,0.9234,0.9221,1484,1455,85.0,150.0,0.07,0.13
AMBN,Amelogenesis imperfecta 1F,Q9NP70,P29746,fly,90,0.9295,0.94,443,438,109.0,128.0,0.07,0.09
AMBN,Amelogenesis imperfecta 1F,Q9NP70,Q8R4I4,mouse,90,0.9295,0.9169,443,464,109.0,81.0,0.07,0.12
AMBN,Amelogenesis imperfecta 1F,Q9NP70,Q62840,rat,90,0.9295,0.9337,443,418,109.0,113.0,0.07,0.11
HNRNPH2,"Intellectual developmental disorder, X-linked, syndromic, Bain type",P55795,P56672,fly,90,0.9237,0.9329,445,405,86.0,57.0,0.18,0.18
HNRNPH2,"Intellectual developmental disorder, X-linked, syndromic, Bain type",P55795,Q69U49,rice,90,0.9237,0.9322,445,457,86.0,67.0,0.18,0.22
DCT,"Albinism, oculocutaneous, 8",P40126,O57405,chicken,90,0.9384,0.9194,515,531,83.0,53.0,0.39,0.4
DCT,"Albinism, oculocutaneous, 8",P40126,Q95119,cow,90,0.9384,0.9161,515,513,83.0,61.0,0.39,0.4
FGFR2,Crouzon syndrome; Jackson-Weiss syndrome; Apert syndrome; Pfeiffer syndrome; Beare-Stevenson cutis gyrata syndrome; Fami,P21802,Q98949,chicken,90,0.9269,0.9145,817,869,118.0,122.0,0.24,0.23
FGFR2,Crouzon syndrome; Jackson-Weiss syndrome; Apert syndrome; Pfeiffer syndrome; Beare-Stevenson cutis gyrata syndrome; Fami,P21802,E9Q9F6,mouse,90,0.9269,0.9314,817,801,118.0,140.0,0.24,0.23
FGFR2,Crouzon syndrome; Jackson-Weiss syndrome; Apert syndrome; Pfeiffer syndrome; Beare-Stevenson cutis gyrata syndrome; Fami,P21802,Q03173,mouse,90,0.9269,0.9322,817,798,118.0,154.0,0.24,0.25
FGFR2,Crouzon syndrome; Jackson-Weiss syndrome; Apert syndrome; Pfeiffer syndrome; Beare-Stevenson cutis gyrata syndrome; Fami,P21802,Q62179,mouse,90,0.9269,0.9253,817,819,118.0,88.0,0.24,0.25
FGFR2,Crouzon syndrome; Jackson-Weiss syndrome; Apert syndrome; Pfeiffer syndrome; Beare-Stevenson cutis gyrata syndrome; Fami,P21802,Q8JG38,zebrafish,90,0.9269,0.9284,817,813,118.0,320.0,0.24,0.24
FGFR2,Crouzon syndrome; Jackson-Weiss syndrome; Apert syndrome; Pfeiffer syndrome; Beare-Stevenson cutis gyrata syndrome; Fami,P21802,Q9YI66,zebrafish,90,0.9269,0.9125,817,870,118.0,150.0,0.24,0.24
TMPRSS3,"Deafness, autosomal recessive, 8",P57727,Q8W030,arabidopsis,90,0.9418,0.93,450,408,73.0,92.0,0.28,0.26
TMPRSS3,"Deafness, autosomal recessive, 8",P57727,P14197,dictyostelium,90,0.9418,0.9405,450,474,73.0,118.0,0.28,0.29
TMPRSS3,"Deafness, autosomal recessive, 8",P57727,Q8I6V3,malaria,90,0.9418,0.9482,450,449,73.0,169.0,0.28,0.32
TMPRSS3,"Deafness, autosomal recessive, 8",P57727,P34960,mouse,90,0.9418,0.9126,450,469,73.0,58.0,0.28,0.29
TMPRSS3,"Deafness, autosomal recessive, 8",P57727,Q3TSG4,mouse,90,0.9418,0.9357,450,391,73.0,87.0,0.28,0.3
TMPRSS3,"Deafness, autosomal recessive, 8",P57727,Q9ESV6,rat,90,0.9418,0.9494,450,428,73.0,117.0,0.28,0.31
TMPRSS3,"Deafness, autosomal recessive, 8",P57727,P9WNR7,tuberculosis,90,0.9418,0.9322,450,476,73.0,77.0,0.28,0.31
B4GALT7,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",Q9UBV7,F4JNU8,arabidopsis,90,0.9471,0.9445,323,286,94.0,102.0,0.34,0.34
B4GALT7,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",Q9UBV7,Q32LC9,cow,90,0.9471,0.9469,323,316,94.0,103.0,0.34,0.34
B4GALT7,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",Q9UBV7,Q54IU7,dictyostelium,90,0.9471,0.9477,323,302,94.0,143.0,0.34,0.35
B4GALT7,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",Q9UBV7,Q46809,ecoli,90,0.9471,0.938,323,252,94.0,106.0,0.34,0.36
B4GALT7,"Ehlers-Danlos syndrome, spondylodysplastic type, 1",Q9UBV7,Q5BKX0,zebrafish,90,0.9471,0.9347,323,311,94.0,84.0,0.34,0.36
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,Q9QWH1,mouse,90,0.9297,0.9353,851,846,86.0,82.0,0.22,0.17
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,Q9R0G6,mouse,90,0.9297,0.934,851,751,86.0,70.0,0.22,0.24
ST14,"Ichthyosis, congenital, autosomal recessive 11",Q9Y5Y6,Q9WUH7,mouse,90,0.9297,0.925,851,833,86.0,77.0,0.22,0.22
NAF1,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 7",Q96HR8,Q6P3A4,mouse,90,0.9259,0.9256,490,413,71.0,80.0,0.11,0.14
NAF1,"Pulmonary fibrosis, and/or bone marrow failure syndrome, telomere-related, 7",Q96HR8,Q00939,rat,90,0.9259,0.9207,490,476,71.0,79.0,0.11,0.11
SLITRK2,"Intellectual developmental disorder, X-linked 111",Q9H156,O74526,fission_yeast,90,0.9314,0.9277,841,777,135.0,91.0,0.21,0.22
SLITRK2,"Intellectual developmental disorder, X-linked 111",Q9H156,Q810B7,mouse,90,0.9314,0.9417,841,953,135.0,127.0,0.21,0.23
SLITRK2,"Intellectual developmental disorder, X-linked 111",Q9H156,Q8C110,mouse,90,0.9314,0.9438,841,836,135.0,156.0,0.21,0.24
SLITRK2,"Intellectual developmental disorder, X-linked 111",Q9H156,O35430,rat,90,0.9314,0.9124,841,835,135.0,145.0,0.21,0.25
SLITRK2,"Intellectual developmental disorder, X-linked 111",Q9H156,Q8QHL5,zebrafish,90,0.9314,0.9232,841,823,135.0,151.0,0.21,0.19
DLL1,Neurodevelopmental disorder with non-specific brain abnormalities and with or without seizures,O00548,Q8BXA0,mouse,90,0.9245,0.9301,719,715,72.0,146.0,0.15,0.17
RAB33B,Smith-McCort dysplasia 2,Q9H082,O34551,bacillus,90,0.9226,0.9214,225,222,89.0,78.0,0.36,0.35
RAB33B,Smith-McCort dysplasia 2,Q9H082,P45633,maize,90,0.9226,0.9294,225,216,89.0,67.0,0.36,0.34
RAB33B,Smith-McCort dysplasia 2,Q9H082,P07725,rat,90,0.9226,0.9204,225,232,89.0,47.0,0.36,0.32
TACSTD2,"Corneal dystrophy, gelatinous drop-like",P09758,Q9SB80,arabidopsis,90,0.9237,0.9354,319,348,92.0,101.0,0.32,0.28
LINGO1,"Intellectual developmental disorder, autosomal recessive 64",Q96FE5,F4HWL3,arabidopsis,90,0.9385,0.9351,616,622,85.0,59.0,0.23,0.26
LINGO1,"Intellectual developmental disorder, autosomal recessive 64",Q96FE5,Q58A42,dictyostelium,90,0.9385,0.9236,616,612,85.0,75.0,0.23,0.3
LINGO1,"Intellectual developmental disorder, autosomal recessive 64",Q96FE5,Q5KSV0,dictyostelium,90,0.9385,0.9577,616,646,85.0,114.0,0.23,0.25
LINGO1,"Intellectual developmental disorder, autosomal recessive 64",Q96FE5,P13054,fly,90,0.9385,0.933,616,643,85.0,69.0,0.23,0.22
LINGO1,"Intellectual developmental disorder, autosomal recessive 64",Q96FE5,Q9W568,fly,90,0.9385,0.9234,616,607,85.0,106.0,0.23,0.28
TBL1XR1,"Pierpont syndrome; Intellectual developmental disorder, autosomal dominant 41",Q9BZK7,O80940,arabidopsis,90,0.9331,0.915,510,478,101.0,93.0,0.28,0.31
TBL1XR1,"Pierpont syndrome; Intellectual developmental disorder, autosomal dominant 41",Q9BZK7,P87323,fission_yeast,90,0.9331,0.9083,510,518,101.0,73.0,0.28,0.27
TBL1XR1,"Pierpont syndrome; Intellectual developmental disorder, autosomal dominant 41",Q9BZK7,Q9JJN4,mouse,90,0.9331,0.9076,510,516,101.0,99.0,0.28,0.29
TBL1XR1,"Pierpont syndrome; Intellectual developmental disorder, autosomal dominant 41",Q9BZK7,P04347,soybean,90,0.9331,0.9398,510,512,101.0,123.0,0.28,0.28
ILDR1,"Deafness, autosomal recessive, 42",Q86SU0,P78871,fission_yeast,90,0.912,0.898,542,563,70.0,99.0,0.18,0.11
ILDR1,"Deafness, autosomal recessive, 42",Q86SU0,O62589,fly,90,0.912,0.9212,542,527,70.0,71.0,0.18,0.19
ILDR1,"Deafness, autosomal recessive, 42",Q86SU0,O35664,mouse,90,0.912,0.908,542,509,70.0,83.0,0.18,0.15
ILDR1,"Deafness, autosomal recessive, 42",Q86SU0,Q6S5L9,mouse,90,0.912,0.9105,542,622,70.0,69.0,0.18,0.18
ILDR1,"Deafness, autosomal recessive, 42",Q86SU0,Q9WUB5,rat,90,0.912,0.9049,542,529,70.0,55.0,0.18,0.17
THBD,"Thrombophilia due to thrombomodulin defect; Hemolytic uremic syndrome, atypical, 6",P07204,Q8VXX5,arabidopsis,90,0.9276,0.9208,571,585,77.0,70.0,0.2,0.21
YAP1,"Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development",P46937,P46938,mouse,90,0.9336,0.9444,500,484,97.0,117.0,0.23,0.21
ELFN1,Dursun-Ozgul neurodevelopmental syndrome,P0C7U0,F4JGB6,arabidopsis,90,0.921,0.9184,824,807,94.0,128.0,0.28,0.3
LAT,Immunodeficiency 52,O43561,O48848,arabidopsis,90,0.9468,0.9531,258,197,73.0,58.0,0.11,0.11
LAT,Immunodeficiency 52,O43561,Q9JK39,mouse,90,0.9468,0.9502,258,271,73.0,82.0,0.11,0.17
LAT,Immunodeficiency 52,O43561,O70601,rat,90,0.9468,0.9468,258,237,73.0,61.0,0.11,0.11
FKRP,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A5; Muscular dystrophy-dystroglycanopathy ,Q9H9S5,A5D7T4,cow,90,0.9316,0.9228,491,491,100.0,73.0,0.38,0.38
FKRP,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A5; Muscular dystrophy-dystroglycanopathy ,Q9H9S5,P26612,ecoli,90,0.9316,0.9377,491,491,100.0,133.0,0.38,0.36
FKRP,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A5; Muscular dystrophy-dystroglycanopathy ,Q9H9S5,Q7G4G7,rice,90,0.9316,0.9085,491,481,100.0,112.0,0.38,0.39
IL1R1,Chronic recurrent multifocal osteomyelitis 3,P14778,Q0WQF7,arabidopsis,90,0.9281,0.925,565,633,70.0,93.0,0.29,0.25
IL1R1,Chronic recurrent multifocal osteomyelitis 3,P14778,Q7G959,arabidopsis,90,0.9281,0.9212,565,549,70.0,97.0,0.29,0.27
IL1R1,Chronic recurrent multifocal osteomyelitis 3,P14778,O70248,rat,90,0.9281,0.9199,565,565,70.0,134.0,0.29,0.25
IL1R1,Chronic recurrent multifocal osteomyelitis 3,P14778,Q07116,rat,90,0.9281,0.9241,565,542,70.0,86.0,0.29,0.26
IL1R1,Chronic recurrent multifocal osteomyelitis 3,P14778,Q62929,rat,90,0.9281,0.9151,565,557,70.0,87.0,0.29,0.27
ENG,"Telangiectasia, hereditary hemorrhagic, 1",P17813,P70412,mouse,90,0.925,0.928,654,603,68.0,60.0,0.19,0.16
ENG,"Telangiectasia, hereditary hemorrhagic, 1",P17813,Q63961,mouse,90,0.925,0.9268,654,649,68.0,69.0,0.19,0.17
ENG,"Telangiectasia, hereditary hemorrhagic, 1",P17813,Q99KW9,mouse,90,0.925,0.9247,654,606,68.0,79.0,0.19,0.19
ENG,"Telangiectasia, hereditary hemorrhagic, 1",P17813,Q63376,rat,90,0.925,0.9245,654,658,68.0,75.0,0.19,0.12
ENG,"Telangiectasia, hereditary hemorrhagic, 1",P17813,Q19052,worm,90,0.925,0.9222,654,566,68.0,73.0,0.19,0.2
COX11,"Mitochondrial complex IV deficiency, nuclear type 23",Q9Y6N1,F4IPK2,arabidopsis,90,0.9286,0.9241,272,264,72.0,66.0,0.27,0.27
COX11,"Mitochondrial complex IV deficiency, nuclear type 23",Q9Y6N1,O64654,arabidopsis,90,0.9286,0.9193,272,271,72.0,81.0,0.27,0.27
COX11,"Mitochondrial complex IV deficiency, nuclear type 23",Q9Y6N1,Q9LYV6,arabidopsis,90,0.9286,0.9314,272,268,72.0,75.0,0.27,0.31
COX11,"Mitochondrial complex IV deficiency, nuclear type 23",Q9Y6N1,Q3T0B6,cow,90,0.9286,0.9223,272,274,72.0,60.0,0.27,0.27
COX11,"Mitochondrial complex IV deficiency, nuclear type 23",Q9Y6N1,B2KG20,mouse,90,0.9286,0.9188,272,244,72.0,93.0,0.27,0.31
LIMS2,"Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue",Q7Z4I7,Q9M0R4,arabidopsis,90,0.9301,0.9239,337,353,63.0,81.0,0.31,0.3
LIMS2,"Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue",Q7Z4I7,Q922Q1,mouse,90,0.9301,0.9252,337,334,63.0,48.0,0.31,0.31
LIMS2,"Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue",Q7Z4I7,Q9WVT6,mouse,90,0.9301,0.9153,337,333,63.0,52.0,0.31,0.31
LIMS2,"Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue",Q7Z4I7,Q5U2Z0,rat,90,0.9301,0.9197,337,336,63.0,74.0,0.31,0.33
LIMS2,"Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue",Q7Z4I7,Q0J6T3,rice,90,0.9301,0.9185,337,350,63.0,66.0,0.31,0.36
LIMS2,"Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue",Q7Z4I7,Q6ZHS4,rice,90,0.9301,0.9238,337,359,63.0,85.0,0.31,0.35
GATA1,"X-linked dyserythropoietic anemia and thrombocytopenia; Thrombocytopenia with beta-thalassemia, X-linked; Anemia without",P15976,P35339,maize,90,0.9145,0.8846,409,406,72.0,78.0,0.12,0.13
GATA1,"X-linked dyserythropoietic anemia and thrombocytopenia; Thrombocytopenia with beta-thalassemia, X-linked; Anemia without",P15976,Q7TNS8,mouse,90,0.9145,0.917,409,365,72.0,63.0,0.12,0.12
GATA1,"X-linked dyserythropoietic anemia and thrombocytopenia; Thrombocytopenia with beta-thalassemia, X-linked; Anemia without",P15976,Q8BW22,mouse,90,0.9145,0.9126,409,398,72.0,54.0,0.12,0.12
GATA1,"X-linked dyserythropoietic anemia and thrombocytopenia; Thrombocytopenia with beta-thalassemia, X-linked; Anemia without",P15976,Q5Z9E5,rice,90,0.9145,0.9105,409,351,72.0,56.0,0.12,0.12
NTRK1,Congenital insensitivity to pain with anhidrosis,P04629,O64477,arabidopsis,90,0.9195,0.922,792,824,55.0,68.0,0.3,0.31
NTRK1,Congenital insensitivity to pain with anhidrosis,P04629,O64781,arabidopsis,90,0.9195,0.915,792,827,55.0,84.0,0.3,0.35
NTRK1,Congenital insensitivity to pain with anhidrosis,P04629,P0DH86,arabidopsis,90,0.9195,0.9126,792,849,55.0,58.0,0.3,0.33
NTRK1,Congenital insensitivity to pain with anhidrosis,P04629,Q8GWX9,arabidopsis,90,0.9195,0.9151,792,755,55.0,54.0,0.3,0.32
NTRK1,Congenital insensitivity to pain with anhidrosis,P04629,Q9FK76,arabidopsis,90,0.9195,0.9135,792,787,55.0,72.0,0.3,0.3
MPZL2,"Deafness, autosomal recessive, 111",O60487,Q8ZRA2,salmonella,90,0.9303,0.939,211,179,72.0,90.0,0.44,0.42
IFNGR2,Immunodeficiency 28,P38484,Q58DS7,cow,90,0.9437,0.9354,333,350,88.0,62.0,0.23,0.24
IFNGR2,Immunodeficiency 28,P38484,O24991,helicobacter,90,0.9437,0.9476,333,332,88.0,113.0,0.23,0.23
IFNGR2,Immunodeficiency 28,P38484,Q62086,mouse,90,0.9437,0.9341,333,350,88.0,81.0,0.23,0.24
IFNGR2,Immunodeficiency 28,P38484,P24388,rat,90,0.9437,0.9438,333,318,88.0,113.0,0.23,0.2
IFNGR2,Immunodeficiency 28,P38484,P52796,rat,90,0.9437,0.9435,333,341,88.0,121.0,0.23,0.26
IFNGR2,Immunodeficiency 28,P38484,Q6AXM8,rat,90,0.9437,0.9352,333,350,88.0,72.0,0.23,0.24
CD19,"Immunodeficiency, common variable, 3",P15391,P15261,mouse,90,0.9186,0.9115,552,473,59.0,87.0,0.15,0.16
CD19,"Immunodeficiency, common variable, 3",P15391,Q63961,mouse,90,0.9186,0.9268,552,649,59.0,69.0,0.15,0.17
SCN2B,"Atrial fibrillation, familial, 14",O60939,O34466,bacillus,90,0.9396,0.9354,211,213,76.0,79.0,0.3,0.3
SCN2B,"Atrial fibrillation, familial, 14",O60939,P67964,chicken,90,0.9396,0.9299,211,212,76.0,74.0,0.3,0.29
SCN2B,"Atrial fibrillation, familial, 14",O60939,P05630,cow,90,0.9396,0.9452,211,164,76.0,107.0,0.3,0.3
SCN2B,"Atrial fibrillation, familial, 14",O60939,Q0VCA0,cow,90,0.9396,0.9404,211,203,76.0,80.0,0.3,0.29
SCN2B,"Atrial fibrillation, familial, 14",O60939,Q56JZ7,cow,90,0.9396,0.9224,211,213,76.0,114.0,0.3,0.29
SCN2B,"Atrial fibrillation, familial, 14",O60939,P0A8W5,ecoli,90,0.9396,0.9297,211,183,76.0,59.0,0.3,0.32
SCN2B,"Atrial fibrillation, familial, 14",O60939,Q91V08,mouse,90,0.9396,0.9346,211,203,76.0,102.0,0.3,0.3
TSHB,"Hypothyroidism, congenital, non-goitrous, 4",P01222,Q9FIV3,arabidopsis,90,0.9304,0.942,134,132,66.0,61.0,0.25,0.17
TSHB,"Hypothyroidism, congenital, non-goitrous, 4",P01222,Q90890,chicken,90,0.9304,0.9236,134,156,66.0,61.0,0.25,0.22
FAM177A1,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,Q8N128,Q5U208,rat,90,0.9216,0.9121,209,206,59.0,90.0,0.37,0.4
MAG,"Spastic paraplegia 75, autosomal recessive",P20916,P20917,mouse,90,0.9239,0.9231,622,623,70.0,215.0,0.14,0.14
MAG,"Spastic paraplegia 75, autosomal recessive",P20916,Q63961,mouse,90,0.9239,0.9268,622,649,70.0,69.0,0.14,0.17
CSF2RA,Pulmonary surfactant metabolism dysfunction 4,P15509,Q6VE48,cow,90,0.9137,0.9216,396,357,66.0,49.0,0.18,0.15
CSF2RA,Pulmonary surfactant metabolism dysfunction 4,P15509,Q95LF0,dog,90,0.9137,0.9103,396,382,66.0,69.0,0.18,0.24
VEZF1,"Cardiomyopathy, dilated, 1OO",Q14119,O32034,bacillus,90,0.9279,0.9184,517,418,80.0,91.0,0.35,0.35
VEZF1,"Cardiomyopathy, dilated, 1OO",Q14119,Q5ZLM2,chicken,90,0.9279,0.9123,517,532,80.0,99.0,0.35,0.3
VEZF1,"Cardiomyopathy, dilated, 1OO",Q14119,Q9V9J3,fly,90,0.9279,0.9153,517,513,80.0,148.0,0.35,0.33
VEZF1,"Cardiomyopathy, dilated, 1OO",Q14119,Q6I5Y0,rice,90,0.9279,0.9336,517,515,80.0,112.0,0.35,0.3
VEZF1,"Cardiomyopathy, dilated, 1OO",Q14119,O45539,worm,90,0.9279,0.8999,517,503,80.0,103.0,0.35,0.35
VEZF1,"Cardiomyopathy, dilated, 1OO",Q14119,P43132,yeast,90,0.9279,0.9207,517,501,80.0,76.0,0.35,0.34
CD70,Lymphoproliferative syndrome 3,P32970,Q58CX6,cow,90,0.9343,0.9328,189,221,63.0,56.0,0.3,0.31
CD70,Lymphoproliferative syndrome 3,P32970,P78859,fission_yeast,90,0.9343,0.9323,189,186,63.0,42.0,0.3,0.23
CD70,Lymphoproliferative syndrome 3,P32970,P43488,mouse,90,0.9343,0.9168,189,194,63.0,51.0,0.3,0.23
CD70,Lymphoproliferative syndrome 3,P32970,Q9I0N5,pseudomonas,90,0.9343,0.9218,189,197,63.0,57.0,0.3,0.26
CD70,Lymphoproliferative syndrome 3,P32970,P9WHQ9,tuberculosis,90,0.9343,0.9275,189,198,63.0,60.0,0.3,0.34
IKZF5,Thrombocytopenia 7,Q9H5V7,Q8W030,arabidopsis,90,0.9347,0.93,415,408,67.0,92.0,0.25,0.26
IKZF5,Thrombocytopenia 7,Q9H5V7,Q9LJ42,arabidopsis,90,0.9347,0.9256,415,436,67.0,73.0,0.25,0.29
IKZF5,Thrombocytopenia 7,Q9H5V7,Q9SVQ6,arabidopsis,90,0.9347,0.9313,415,434,67.0,57.0,0.25,0.27
IKZF5,Thrombocytopenia 7,Q9H5V7,O35253,mouse,90,0.9347,0.9314,415,422,67.0,87.0,0.25,0.25
IKZF5,Thrombocytopenia 7,Q9H5V7,Q05511,rat,90,0.9347,0.9256,415,412,67.0,66.0,0.25,0.29
WFDC2,Bronchiectasis and nasal polyposis,Q14508,B3H730,arabidopsis,90,0.9365,0.921,120,130,53.0,41.0,0.25,0.27
WFDC2,Bronchiectasis and nasal polyposis,Q14508,P83107,cow,90,0.9365,0.931,120,96,53.0,53.0,0.25,0.23
WFDC2,Bronchiectasis and nasal polyposis,Q14508,P06320,mouse,90,0.9365,0.9322,120,130,53.0,59.0,0.25,0.22
WFDC2,Bronchiectasis and nasal polyposis,Q14508,Q6ZYM3,pig,90,0.9365,0.9442,120,127,53.0,38.0,0.25,0.21
WFDC2,Bronchiectasis and nasal polyposis,Q14508,Q925Q4,rat,90,0.9365,0.9274,120,126,53.0,62.0,0.25,0.22
WFDC2,Bronchiectasis and nasal polyposis,Q14508,P01055,soybean,90,0.9365,0.9458,120,106,53.0,69.0,0.25,0.2
TBL1X,"Hypothyroidism, congenital, non-goitrous, 8",O60907,F4JXF1,arabidopsis,90,0.9242,0.9116,573,577,70.0,131.0,0.26,0.28
TBL1X,"Hypothyroidism, congenital, non-goitrous, 8",O60907,Q84MA2,arabidopsis,90,0.9242,0.9224,573,586,70.0,85.0,0.26,0.23
TBL1X,"Hypothyroidism, congenital, non-goitrous, 8",O60907,P14719,mouse,90,0.9242,0.9253,573,563,70.0,88.0,0.26,0.29
PRRT2,"Episodic kinesigenic dyskinesia 1; Convulsions, familial infantile, with paroxysmal choreoathetosis; Seizures, benign fa",Q7Z6L0,D3ZFB6,rat,90,0.9396,0.9418,336,340,51.0,88.0,0.21,0.18
GMPPB,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A14; Muscular dystrophy-dystroglycanopathy,Q9Y5P6,O23006,arabidopsis,90,0.9135,0.9223,356,346,43.0,50.0,0.3,0.28
GMPPB,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A14; Muscular dystrophy-dystroglycanopathy,Q9Y5P6,Q8RWJ7,arabidopsis,90,0.9135,0.9045,356,344,43.0,49.0,0.3,0.27
GMPPB,Muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies A14; Muscular dystrophy-dystroglycanopathy,Q9Y5P6,Q9FLP7,arabidopsis,90,0.9135,0.9071,356,356,43.0,121.0,0.3,0.29
ISG15,"Immunodeficiency 38, with basal ganglia calcification",P05161,Q9SIH1,arabidopsis,90,0.9333,0.9255,161,160,69.0,50.0,0.27,0.26
ISG15,"Immunodeficiency 38, with basal ganglia calcification",P05161,Q3ZBS2,cow,90,0.9333,0.9324,161,128,69.0,63.0,0.27,0.26
ISG15,"Immunodeficiency 38, with basal ganglia calcification",P05161,Q7TS55,mouse,90,0.9333,0.941,161,169,69.0,41.0,0.27,0.26
ISG15,"Immunodeficiency 38, with basal ganglia calcification",P05161,O33877,pseudomonas,90,0.9333,0.9324,161,167,69.0,56.0,0.27,0.26
ISG15,"Immunodeficiency 38, with basal ganglia calcification",P05161,Q19724,worm,90,0.9333,0.9242,161,136,69.0,67.0,0.27,0.29
LFNG,"Spondylocostal dysostosis 3, autosomal recessive",Q8NES3,P0CH02,arabidopsis,90,0.9213,0.9161,375,358,52.0,41.0,0.42,0.35
LFNG,"Spondylocostal dysostosis 3, autosomal recessive",Q8NES3,Q0WPS0,arabidopsis,90,0.9213,0.9096,375,404,52.0,55.0,0.42,0.39
LFNG,"Spondylocostal dysostosis 3, autosomal recessive",Q8NES3,Q8VYS0,arabidopsis,90,0.9213,0.9103,375,363,52.0,74.0,0.42,0.41
LFNG,"Spondylocostal dysostosis 3, autosomal recessive",Q8NES3,P07372,bacillus,90,0.9213,0.9015,375,339,52.0,38.0,0.42,0.42
LFNG,"Spondylocostal dysostosis 3, autosomal recessive",Q8NES3,P39571,bacillus,90,0.9213,0.892,375,370,52.0,46.0,0.42,0.42
B2M,"Immunodeficiency 43; Amyloidosis, hereditary systemic 6",P61769,Q9T096,arabidopsis,90,0.9227,0.9153,115,102,51.0,62.0,0.2,0.2
B2M,"Immunodeficiency 43; Amyloidosis, hereditary systemic 6",P61769,P54484,bacillus,90,0.9227,0.9194,115,138,51.0,69.0,0.2,0.19
B2M,"Immunodeficiency 43; Amyloidosis, hereditary systemic 6",P61769,O57340,chicken,90,0.9227,0.908,115,130,51.0,46.0,0.2,0.22
B2M,"Immunodeficiency 43; Amyloidosis, hereditary systemic 6",P61769,P61770,chimp,90,0.9227,0.9074,115,115,51.0,33.0,0.2,0.2
B2M,"Immunodeficiency 43; Amyloidosis, hereditary systemic 6",P61769,Q2PUH2,chimp,90,0.9227,0.9334,115,125,51.0,42.0,0.2,0.22
B2M,"Immunodeficiency 43; Amyloidosis, hereditary systemic 6",P61769,P01734,mouse,90,0.9227,0.9062,115,131,51.0,44.0,0.2,0.18
LHB,Hypogonadotropic hypogonadism 23 with or without anosmia,P01229,P49786,bacillus,90,0.9252,0.9276,137,155,39.0,47.0,0.16,0.15
LHB,Hypogonadotropic hypogonadism 23 with or without anosmia,P01229,P01888,cow,90,0.9252,0.9219,137,114,39.0,49.0,0.16,0.18
GPIHBP1,Hyperlipoproteinemia 1D,Q8IV16,F4JUF8,arabidopsis,90,0.9175,0.9207,180,186,52.0,38.0,0.1,0.21
GPIHBP1,Hyperlipoproteinemia 1D,Q8IV16,Q5AD07,candida,90,0.9175,0.9168,180,224,52.0,52.0,0.1,0.1
GPIHBP1,Hyperlipoproteinemia 1D,Q8IV16,Q3HS82,rat,90,0.9175,0.9082,180,208,52.0,48.0,0.1,0.07
